	Order	Family	Genus	Species	animal	TOTALINNOVATIONS2025	FOODINNO2025	TECHINNO2025	TOTALINNOVATIONS2025_ResEff	FOODINNO2025_ResEff	TECHINNO2025_ResEff	Range.Size	ResearchEffort	DietBreadth	HabitatBreadth	GenerationLength	GenerationLengthFULL	MaxLongevity	Insularity	UrbanFULL	IUCNStatus2019	StatusCode	PopulationTrend2019	TrendCode	HabitatDestruction	Overexploitation	InvasiveSpecies	CriterionB	Brain_size	Relative_brain_size	Beak_length.Culmen	Beak_length.Nares	Beak_width	Beak_depth	Tarsus_length	Wing_length	Kipps_distance	Secondary1	Hand.Wing_index	Tail_length	Mass	Habitat	Habitat_density	Migration	Trophic_level	Trophic_niche	Primary_lifestyle	Range_size	buildingcoll	lbuildingcoll	buildingcoll_mig	lbuildingcoll_mig	buildingcoll_nonmig	lbuildingcoll_nonmig	rawtowercoll	ltowercollnonzero	rawturbinecoll	lturbinecollnonxero	ALLcoll	Abundance.estimate
3445	ANSERIFORMES	ANATIDAE	Anser	Anser_fabalis	Anser_fabalis	1	1	0	-0.227218968	0.063912998	-0.520838238	13919541.37	389	2	3.750462107	11.4	8.328318593	25.58	0	0	Least-Concern	1	decreasing	1	0	1	0	NO	10.778	-0.12	72.7	40.3	22.1	22.9	77.2	448.6	225.4	223.6	50.2	133.9	2754.73	Wetland	3	3	Herbivore	Herbivore terrestrial	Terrestrial	13919541.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18115177
4375	ANSERIFORMES	ANATIDAE	Anser	Anser_brachyrhynchus	Anser_brachyrhynchus	0	0	0	-0.816180046	-0.557832538	-0.459426915	190949.74	200	2	4.30361596	11.4	11.67208628	39.75	0	0	Least-Concern	1	increasing	3	0	0	0	NO	NA	NA	48.9	26.2	18.7	15.2	74	432.2	210.8	217	49.3	140.6	2642.04	Grassland	3	3	Herbivore	Herbivore terrestrial	Terrestrial	190949.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12602527
4374	ANSERIFORMES	ANATIDAE	Anser	Anser_anser	Anser_anser	3	2	1	0.352215264	0.391447448	0.105282129	13285537.12	803	2	3.390920555	11.6	7.92597639	23.87498053	0	0	Least-Concern	1	increasing	3	0	0	0	NO	11.337	-0.172	61.2	31.8	22.5	21.6	76.2	435.7	204.7	229.4	47.2	136.1	3302.41	Wetland	3	3	Herbivore	Herbivore terrestrial	Terrestrial	13285537.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64105549
4392	ANSERIFORMES	ANATIDAE	Branta	Branta_leucopsis	Branta_leucopsis	1	1	0	-0.268457629	0.035650992	-0.545145901	178673.97	506	2	4.653710247	10.5	10.04606165	32.85933918	0	0	Least-Concern	1	increasing	3	0	0	0	NO	7.815	-0.166	39	20.3	16.1	11.7	64.3	381.8	199.8	195.2	50.6	121	1683.97	Grassland	3	3	Herbivore	Herbivore terrestrial	Terrestrial	178673.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29948168
8519	ANSERIFORMES	ANATIDAE	Branta	Branta_bernicla	Branta_bernicla	4	4	0	0.529847702	0.871083035	-0.614691064	3125724.3	1073	1	3.573540856	10.9	9.908548955	32.27659686	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	6.173	-0.247	40.7	21.5	14.8	13.5	55.2	319.6	167.7	152.7	52.3	94	1277.91	Grassland	3	3	Herbivore	Herbivore terrestrial	Terrestrial	3125724.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14746507
8544	ANSERIFORMES	ANATIDAE	Cygnus	Cygnus_columbianus	Cygnus_columbianus	3	3	0	0.460384734	0.753261077	-0.524105779	5272186.12	403	1	3.84	12.7	11.99546495	27.64587536	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	17.558	-0.104	101.9	41.1	30.4	20	93.8	538.2	243.8	294.5	45.3	162.2	6377.96	Wetland	3	3	Herbivore	Herbivore aquatic	Aquatic	5272186.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21449052
8545	ANSERIFORMES	ANATIDAE	Cygnus	Cygnus_cygnus	Cygnus_cygnus	3	2	1	0.435933021	0.448821564	0.154628616	17099815.6	471	1	1.854203936	12.2	9.665784025	28.01008893	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	19.567	-0.21	102.4	45	29.7	21.7	102	582	260.5	321.5	44.8	171.5	9349.99	Wetland	3	3	Herbivore	Herbivore aquatic	Aquatic	17099815.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9917676
4436	ANSERIFORMES	ANATIDAE	Cygnus	Cygnus_olor	Cygnus_olor	3	2	1	0.330009532	0.37622924	0.092193211	4915289.2	925	3	3.915735168	12.2	9.800268867	28.58	0	0	Least-Concern	1	increasing	3	0	0	0	NO	21.979	-0.169	96.1	56.7	31	26.4	96.1	581.5	244.9	336.6	42.1	198.1	10682.04	Wetland	3	3	Herbivore	Herbivore aquatic	Aquatic	4915289.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7234055
3825	ANSERIFORMES	ANATIDAE	Oxyura	Oxyura_leucocephala	Oxyura_leucocephala	0	0	0	-0.838045927	-0.572817837	-0.472315512	4016410.78	230	3	3.90438247	6	4.60534982	17.08081098	0	0	Endangered	4	decreasing	1	1	1	1	NO	NA	NA	48	27.3	19.9	13.3	32	148.4	68.8	77.8	47	88.2	661.09	Wetland	3	1	Omnivore	Aquatic predator	Aquatic	4016410.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5423310
3824	ANSERIFORMES	ANATIDAE	Oxyura	Oxyura_jamaicensis	Oxyura_jamaicensis	0	0	0	-0.859034517	-0.587201904	-0.484687	6731653.66	263	2	3.405676127	6.2	3.856815295	13.6	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	3.652	-0.355	45.4	24.4	20.9	10.5	31.8	139.6	59.5	82.8	41.9	70.2	608.15	Wetland	3	1	Omnivore	Aquatic predator	Aquatic	6731653.66	3	0.477121255	2	0.3	1	0	2	0.301029996	9	0.954242509	1.146128036	27465919
2243	GALLIFORMES	PHASIANIDAE	Phasianus	Phasianus_colchicus	Phasianus_colchicus	2	2	0	0.037645128	0.373020307	-0.603713918	7426719.32	953	3	2.403872283	5	4.77330905	27	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	3.895	-0.633	35.4	22	12.9	11.4	63.3	237.7	61.3	175.8	25.8	449.8	1120.31	Human Modified	2	1	Herbivore	Omnivore	Terrestrial	7426719.32	NA	NA	NA	NA	NA	NA	NA	NA	130	2.113943352	2.113943352	129527900
2196	GALLIFORMES	PHASIANIDAE	Perdix	Perdix_perdix	Perdix_perdix	1	1	0	-0.309672441	0.007405331	-0.569439507	10032916.79	658	3	2.42147806	3.9	1.933238715	7.565475965	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.829	-0.819	20.9	12.7	8.4	8.1	39.3	151.2	51	99.9	33.8	75.3	405.3	Grassland	3	1	Herbivore	Omnivore	Terrestrial	10032916.79	NA	NA	NA	NA	NA	NA	1	0	85	1.929418926	1.934498451	6160293
2988	GALLIFORMES	PHASIANIDAE	Tetrao	Tetrao_urogallus	Tetrao_urogallus	1	0	1	-0.338170825	-0.705272588	0.106909623	11330230.84	789	2	1.680440771	6.4	5.648734774	20.8154218	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	6.237	-0.66	48.8	28.7	18.2	20.4	61.9	347.3	117.5	236.1	33.2	257.2	2716.61	Forest	2	1	Herbivore	Herbivore terrestrial	Generalist	11330230.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	637262
1559	GALLIFORMES	PHASIANIDAE	Lagopus	Lagopus_lagopus	Lagopus_lagopus	0	0	0	-1.023986996	-0.700248442	-0.581916377	24300173.65	753	2	4.171151776	4.2	2.332812222	10.25892652	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	2.41	-0.731	22.8	11.5	9.1	10.8	35.6	195.6	75.7	118.3	39	108.8	566.86	Grassland	3	1	Herbivore	Herbivore terrestrial	Terrestrial	24300173.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23709644
3185	GALLIFORMES	PHASIANIDAE	Tympanuchus	Tympanuchus_cupido	Tympanuchus_cupido	0	0	0	-0.816960102	-0.558367133	-0.459886711	402889.24	201	3	1.807246377	5.5	2.633883697	12.11222565	0	0	Vulnerable	3	decreasing	1	1	1	1	NO	NA	NA	23.5	12.5	8.7	9	41.8	204.8	86.4	116.1	42.7	82	870.08	Grassland	3	1	Herbivore	Granivore	Terrestrial	402889.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	319332
551	GALLIFORMES	PHASIANIDAE	Centrocercus	Centrocercus_urophasianus	Centrocercus_urophasianus	0	0	0	-0.856634761	-0.585557284	-0.483272491	1315889.14	259	2	0.997894737	5.2	3.822699139	13.05895965	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	4.001	-0.904	36.8	17.4	12.8	15.7	49.4	306	115.6	184.1	38.7	242	1902.46	Shrubland	3	1	Herbivore	Herbivore terrestrial	Terrestrial	1348091.15	NA	NA	NA	NA	NA	NA	NA	NA	4	0.602059991	0.602059991	295714
385	GALLIFORMES	PHASIANIDAE	Bonasa	Bonasa_umbellus	Bonasa_umbellus	1	1	0	-0.177365496	0.098078974	-0.491452671	8071254.33	283	3	1.680440771	4.5	2.398076811	9.628652155	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	2.482	-0.665	25.4	13.3	10	9.7	42.2	183.2	69.8	112.2	38.3	152	530.91	Shrubland	1	1	Herbivore	Herbivore terrestrial	Generalist	8071254.33	21	1.322219295	18	1.26	3	0.48	NA	NA	17	1.230448921	1.579783597	1755721
4263	GALLIFORMES	PHASIANIDAE	Meleagris	Meleagris_gallopavo	Meleagris_gallopavo	0	0	0	-1.043562125	-0.713663825	-0.593454716	7259958.92	853	3	4.427666829	7	4.689787737	17.71007574	0	0	Least-Concern	1	increasing	3	0	0	0	NO	8.284	-0.801	48.6	25.9	17.6	15.3	149.2	448.8	115	332.5	26	351.2	5791.37	Forest	2	1	Herbivore	Omnivore	Terrestrial	7259958.92	3	0.477121255	3	0.48	0	NA	NA	NA	25	1.397940009	1.447158031	4856974
3283	GALLIFORMES	PHASIANIDAE	Alectoris	Alectoris_graeca	Alectoris_graeca	1	0	1	-0.129917803	-0.562550978	0.229662017	538497.96	209	2	1.780509219	3.9	2.147793261	8.656181781	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	2.077	-0.906	20.8	12.8	8.3	8.7	40.2	155.7	58.3	97.9	36.9	82.3	594.11	Rock	3	1	Herbivore	Herbivore terrestrial	Terrestrial	538497.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98812
103	GALLIFORMES	PHASIANIDAE	Alectoris	Alectoris_rufa	Alectoris_rufa	2	1	1	0.20027452	0.079009661	0.185293323	953692.19	338	3	3.701395073	3.9	1.996759185	8.012352111	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.954	-0.901	23.4	12.7	7.6	8.7	41.3	155.3	39.8	114.7	25.8	90.5	527.86	Shrubland	3	1	Herbivore	Herbivore terrestrial	Terrestrial	953692.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1496778
1230	GALLIFORMES	PHASIANIDAE	Gallus	Gallus_gallus	Gallus_gallus	3	1	2	0.214006631	-0.108735895	0.429281717	5096258.34	1936	3	2.71963243	5	5.282605098	30	0	0	Least-Concern	1	decreasing	1	1	0	1	NO	2.375	-0.904	30.9	15.4	8.9	8.9	68.1	218.2	48.9	167.6	22.5	194	751.72	Forest	1	1	Herbivore	Omnivore	Terrestrial	5096258.34	NA	NA	NA	NA	NA	NA	NA	NA	5	0.698970004	0.698970004	6435471
6467	GALLIFORMES	PHASIANIDAE	Pavo	Pavo_cristatus	Pavo_cristatus	1	1	0	-0.128413668	0.131627028	-0.462598568	2837970.09	207	4	2.926679656	6.1	8.830374084	24.46984333	0	0	Least-Concern	1	stable	2	0	0	0	NO	6.921	-0.794	49.1	22.8	13	12.2	130	445.2	124.4	311.1	28.7	403.2	4154.81	Forest	2	1	Omnivore	Omnivore	Terrestrial	2837970.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14521152
768	GALLIFORMES	ODONTOPHORIDAE	Colinus	Colinus_virginianus	Colinus_virginianus	0	0	0	-1.007055293	-0.688644674	-0.571936176	4364464.18	676	2	3.180772769	3.7	2.258734621	9.254334893	0	0	Near-Threatened	2	decreasing	1	1	1	0	NO	1.31	-0.671	14.9	8.6	7	8.4	29.6	109.8	30.3	79.4	27.6	56.8	171.89	Human Modified	2	1	Herbivore	Omnivore	Terrestrial	4364464.18	1	0	NA	NA	NA	NA	2	0.301029996	72	1.857332496	1.875061263	2466028
6321	GALLIFORMES	NUMIDIDAE	Numida	Numida_meleagris	Numida_meleagris	2	1	1	0.170769292	0.058788905	0.167901799	12744779.36	408	3	3.611993735	3.9	2.682275619	10.93700327	0	0	Least-Concern	1	stable	2	0	0	0	NO	4.113	-0.662	26.1	17.6	11.8	13.8	67.3	253.8	51.5	200.1	20.4	138.4	1299	Woodland	2	1	Herbivore	Omnivore	Terrestrial	12744779.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22810257
5485	STRUTHIONIFORMES	CASUARIIDAE	Dromaius	Dromaius_novaehollandiae	Dromaius_novaehollandiae	1	1	0	-0.175135942	0.09960695	-0.490138486	4231350.45	279	3	4.206430958	10.5	7.631266788	30	0	0	Least-Concern	1	stable	2	0	0	0	NO	29.223	-0.535	81.5	26.5	32.2	17.7	382.8	124.5	0.1	124.4	0.1	430	34093.25	Grassland	3	1	Herbivore	Omnivore	Terrestrial	4231350.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2128327
2863	STRUTHIONIFORMES	STRUTHIONIDAE	Struthio	Struthio_camelus	Struthio_camelus	1	0	1	-0.337172847	-0.704588646	0.107497869	8595319.06	784	4	2.47777581	16.8	14.58442945	50	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	41.071	NA	90.5	51.2	47.3	23.4	481.2	579	0.3	578.7	0.1	309.2	111000	Shrubland	3	1	Herbivore	Omnivore	Terrestrial	8595319.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1473534
